Kanji,Reading,API Call,Meanings
台所,だいどころ,https://jisho.org/api/v1/search/words?keyword=台所,['kitchen']
たいへん,たいへん,https://jisho.org/api/v1/search/words?keyword=たいへん,['very']
たいへん,たいへん,https://jisho.org/api/v1/search/words?keyword=たいへん,['difficult situation']
高い,たかい,https://jisho.org/api/v1/search/words?keyword=高い,"['tall', 'expensive']"
たくさん,たくさん,https://jisho.org/api/v1/search/words?keyword=たくさん,['many']
タクシー,タクシー,https://jisho.org/api/v1/search/words?keyword=タクシー,['taxi']
出す,だす,https://jisho.org/api/v1/search/words?keyword=出す,['to put out']
立つ,たつ,https://jisho.org/api/v1/search/words?keyword=立つ,['to stand']
たて,たて,https://jisho.org/api/v1/search/words?keyword=たて,"['length', 'height']"
建物,たてもの,https://jisho.org/api/v1/search/words?keyword=建物,['building']
楽しい,たのしい,https://jisho.org/api/v1/search/words?keyword=楽しい,['enjoyable']
頼む,たのむ,https://jisho.org/api/v1/search/words?keyword=頼む,['to ask']
たばこ,たばこ,https://jisho.org/api/v1/search/words?keyword=たばこ,"['tobacco', 'cigarettes']"
たぶん,たぶん,https://jisho.org/api/v1/search/words?keyword=たぶん,['probably']
食べ物,たべもの,https://jisho.org/api/v1/search/words?keyword=食べ物,['food']
食べる,たべる,https://jisho.org/api/v1/search/words?keyword=食べる,['to eat']
卵,たまご,https://jisho.org/api/v1/search/words?keyword=卵,['egg']
誰,だれ,https://jisho.org/api/v1/search/words?keyword=誰,['who']
誰,だれか,https://jisho.org/api/v1/search/words?keyword=誰,['somebody']
誕生日,たんじょうび,https://jisho.org/api/v1/search/words?keyword=誕生日,['birthday']
だんだん,だんだん,https://jisho.org/api/v1/search/words?keyword=だんだん,['gradually']
小さい,ちいさい,https://jisho.org/api/v1/search/words?keyword=小さい,['little']
小さな,ちいさな,https://jisho.org/api/v1/search/words?keyword=小さな,['little']
近い,ちかい,https://jisho.org/api/v1/search/words?keyword=近い,['near']
違う,ちがう,https://jisho.org/api/v1/search/words?keyword=違う,['to differ']
近く,ちかく,https://jisho.org/api/v1/search/words?keyword=近く,['near']
地下鉄,ちかてつ,https://jisho.org/api/v1/search/words?keyword=地下鉄,['underground train']
地図,ちず,https://jisho.org/api/v1/search/words?keyword=地図,['map']
茶色,ちゃいろ,https://jisho.org/api/v1/search/words?keyword=茶色,['brown']
ちゃわん,ちゃわん,https://jisho.org/api/v1/search/words?keyword=ちゃわん,['rice bowl']
ちょうど,ちょうど,https://jisho.org/api/v1/search/words?keyword=ちょうど,['exactly']
ちょっと,ちょっと,https://jisho.org/api/v1/search/words?keyword=ちょっと,['somewhat']
一日,ついたち,https://jisho.org/api/v1/search/words?keyword=一日,['first of month']
使う,つかう,https://jisho.org/api/v1/search/words?keyword=使う,['to use']
疲れる,つかれる,https://jisho.org/api/v1/search/words?keyword=疲れる,['to get tired']
次,つぎ,https://jisho.org/api/v1/search/words?keyword=次,['next']
着く,つく,https://jisho.org/api/v1/search/words?keyword=着く,['to arrive at']
机,つくえ,https://jisho.org/api/v1/search/words?keyword=机,['desk']
作る,つくる,https://jisho.org/api/v1/search/words?keyword=作る,['to make']
つける,つける,https://jisho.org/api/v1/search/words?keyword=つける,['to turn on']
勤める,つとめる,https://jisho.org/api/v1/search/words?keyword=勤める,['to work for someone']
つまらない,つまらない,https://jisho.org/api/v1/search/words?keyword=つまらない,['boring']
冷たい,つめたい,https://jisho.org/api/v1/search/words?keyword=冷たい,['cold to the touch']
強い,つよい,https://jisho.org/api/v1/search/words?keyword=強い,['powerful']
手,て,https://jisho.org/api/v1/search/words?keyword=手,['hand']
テープ,テープ,https://jisho.org/api/v1/search/words?keyword=テープ,['tape']
テーブル,テーブル,https://jisho.org/api/v1/search/words?keyword=テーブル,['table']
テープレコーダー,テープレコーダー,https://jisho.org/api/v1/search/words?keyword=テープレコーダー,['tape recorder']
出かける,でかける,https://jisho.org/api/v1/search/words?keyword=出かける,['to go out']
手紙,てがみ,https://jisho.org/api/v1/search/words?keyword=手紙,['letter']
できる,できる,https://jisho.org/api/v1/search/words?keyword=できる,['to be able to']
出口,でぐち,https://jisho.org/api/v1/search/words?keyword=出口,['exit']
テスト,テスト,https://jisho.org/api/v1/search/words?keyword=テスト,['test']
では,では,https://jisho.org/api/v1/search/words?keyword=では,['with that...']
デパート,デパート,https://jisho.org/api/v1/search/words?keyword=デパート,['department store']
でも,でも,https://jisho.org/api/v1/search/words?keyword=でも,['but']
出る,でる,https://jisho.org/api/v1/search/words?keyword=出る,"['to appear', 'to leave']"
テレビ,テレビ,https://jisho.org/api/v1/search/words?keyword=テレビ,['television']
天気,てんき,https://jisho.org/api/v1/search/words?keyword=天気,['weather']
電気,でんき,https://jisho.org/api/v1/search/words?keyword=電気,"['electricity', 'electric light']"
電車,でんしゃ,https://jisho.org/api/v1/search/words?keyword=電車,['electric train']
電話,でんわ,https://jisho.org/api/v1/search/words?keyword=電話,['telephone']
戸,と,https://jisho.org/api/v1/search/words?keyword=戸,['Japanese style door']
ドア,ドア,https://jisho.org/api/v1/search/words?keyword=ドア,['Western style door']
トイレ,トイレ,https://jisho.org/api/v1/search/words?keyword=トイレ,['toilet']
どう,どう,https://jisho.org/api/v1/search/words?keyword=どう,"['how', 'in what way']"
どうして,どうして,https://jisho.org/api/v1/search/words?keyword=どうして,['for what reason']
どうぞ,どうぞ,https://jisho.org/api/v1/search/words?keyword=どうぞ,['please']
動物,どうぶつ,https://jisho.org/api/v1/search/words?keyword=動物,['animal']
どうも,どうも,https://jisho.org/api/v1/search/words?keyword=どうも,['thanks']
遠い,とおい,https://jisho.org/api/v1/search/words?keyword=遠い,['far']
十日,とおか,https://jisho.org/api/v1/search/words?keyword=十日,"['ten days', 'the tenth day']"
時々,ときどき,https://jisho.org/api/v1/search/words?keyword=時々,['sometimes']
時計,とけい,https://jisho.org/api/v1/search/words?keyword=時計,"['watch', 'clock']"
どこ,どこ,https://jisho.org/api/v1/search/words?keyword=どこ,['where']
所,ところ,https://jisho.org/api/v1/search/words?keyword=所,['place']
年,とし,https://jisho.org/api/v1/search/words?keyword=年,['year']
図書館,としょかん,https://jisho.org/api/v1/search/words?keyword=図書館,['library']
どちら,どちら,https://jisho.org/api/v1/search/words?keyword=どちら,['which of two']
どっち,どっち,https://jisho.org/api/v1/search/words?keyword=どっち,['which']
とても,とても,https://jisho.org/api/v1/search/words?keyword=とても,['very']
どなた,どなた,https://jisho.org/api/v1/search/words?keyword=どなた,['who']
隣,となり,https://jisho.org/api/v1/search/words?keyword=隣,['next door to']
どの,どの,https://jisho.org/api/v1/search/words?keyword=どの,['which']
飛ぶ,とぶ,https://jisho.org/api/v1/search/words?keyword=飛ぶ,"['to fly', 'to hop']"
止まる,とまる,https://jisho.org/api/v1/search/words?keyword=止まる,['to come to a halt']
友達,ともだち,https://jisho.org/api/v1/search/words?keyword=友達,['friend']
土曜日,どようび,https://jisho.org/api/v1/search/words?keyword=土曜日,['Saturday']
鳥,とり,https://jisho.org/api/v1/search/words?keyword=鳥,['bird']
とり肉,とりにく,https://jisho.org/api/v1/search/words?keyword=とり肉,['chicken meat']
取る,とる,https://jisho.org/api/v1/search/words?keyword=取る,['to take something']
撮る,とる,https://jisho.org/api/v1/search/words?keyword=撮る,['to take a photo or record a film']
どれ,どれ,https://jisho.org/api/v1/search/words?keyword=どれ,['which']
ナイフ,ナイフ,https://jisho.org/api/v1/search/words?keyword=ナイフ,['knife']
中,なか,https://jisho.org/api/v1/search/words?keyword=中,['middle']
長い,ながい,https://jisho.org/api/v1/search/words?keyword=長い,['long']
鳴く,なく,https://jisho.org/api/v1/search/words?keyword=鳴く,"['animal noise. to chirp', 'roar or croak etc.']"
無くす,なくす,https://jisho.org/api/v1/search/words?keyword=無くす,['to lose something']
なぜ,なぜ,https://jisho.org/api/v1/search/words?keyword=なぜ,['why']
夏,なつ,https://jisho.org/api/v1/search/words?keyword=夏,['summer']
夏休み,なつやすみ,https://jisho.org/api/v1/search/words?keyword=夏休み,['summer holiday']
など,など,https://jisho.org/api/v1/search/words?keyword=など,['et cetera']
七つ,ななつ,https://jisho.org/api/v1/search/words?keyword=七つ,['seven']
七日,なのか,https://jisho.org/api/v1/search/words?keyword=七日,"['seven days', 'the seventh day']"
名前,なまえ,https://jisho.org/api/v1/search/words?keyword=名前,['name']
習う,ならう,https://jisho.org/api/v1/search/words?keyword=習う,['to learn']
並ぶ,ならぶ,https://jisho.org/api/v1/search/words?keyword=並ぶ,"['to line up', 'to stand in a line']"
並べる,ならべる,https://jisho.org/api/v1/search/words?keyword=並べる,"['to line up', 'to set up']"
なる,なる,https://jisho.org/api/v1/search/words?keyword=なる,['to become']
何,なに,https://jisho.org/api/v1/search/words?keyword=何,['what']
二,に,https://jisho.org/api/v1/search/words?keyword=二,['two']
賑やか,にぎやか,https://jisho.org/api/v1/search/words?keyword=賑やか,"['bustling', 'busy']"
肉,にく,https://jisho.org/api/v1/search/words?keyword=肉,['meat']
西,にし,https://jisho.org/api/v1/search/words?keyword=西,['west']
日曜日,にちようび,https://jisho.org/api/v1/search/words?keyword=日曜日,['Sunday']
荷物,にもつ,https://jisho.org/api/v1/search/words?keyword=荷物,['luggage']
ニュース,ニュース,https://jisho.org/api/v1/search/words?keyword=ニュース,['news']
庭,にわ,https://jisho.org/api/v1/search/words?keyword=庭,['garden']
脱ぐ,ぬぐ,https://jisho.org/api/v1/search/words?keyword=脱ぐ,['to take off clothes']
温い,ぬるい,https://jisho.org/api/v1/search/words?keyword=温い,['luke warm']
ネクタイ,ネクタイ,https://jisho.org/api/v1/search/words?keyword=ネクタイ,"['tie', 'necktie']"
猫,ねこ,https://jisho.org/api/v1/search/words?keyword=猫,['cat']
寝る,ねる,https://jisho.org/api/v1/search/words?keyword=寝る,"['to go to bed', 'to sleep']"
ノート,ノート,https://jisho.org/api/v1/search/words?keyword=ノート,"['notebook', 'exercise book']"
登る,のぼる,https://jisho.org/api/v1/search/words?keyword=登る,['to climb']
飲み物,のみもの,https://jisho.org/api/v1/search/words?keyword=飲み物,['a drink']
飲む,のむ,https://jisho.org/api/v1/search/words?keyword=飲む,['to drink']
乗る,のる,https://jisho.org/api/v1/search/words?keyword=乗る,"['to get on', 'to ride']"
歯,は,https://jisho.org/api/v1/search/words?keyword=歯,['tooth']
パーティー,パーティー,https://jisho.org/api/v1/search/words?keyword=パーティー,['party']
はい,はい,https://jisho.org/api/v1/search/words?keyword=はい,['yes']
灰皿,はいざら,https://jisho.org/api/v1/search/words?keyword=灰皿,['ashtray']
入る,はいる,https://jisho.org/api/v1/search/words?keyword=入る,"['to enter', 'to contain']"
葉書,はがき,https://jisho.org/api/v1/search/words?keyword=葉書,['postcard']
はく,はく,https://jisho.org/api/v1/search/words?keyword=はく,"['to wear', 'to put on trousers']"
箱,はこ,https://jisho.org/api/v1/search/words?keyword=箱,['box']
橋,はし,https://jisho.org/api/v1/search/words?keyword=橋,['bridge']
はし,はし,https://jisho.org/api/v1/search/words?keyword=はし,['chopsticks']
始まる,はじまる,https://jisho.org/api/v1/search/words?keyword=始まる,['to begin']
始め,はじめ,https://jisho.org/api/v1/search/words?keyword=始め,['beginning']
初めて,はじめて,https://jisho.org/api/v1/search/words?keyword=初めて,['for the first time']
走る,はしる,https://jisho.org/api/v1/search/words?keyword=走る,['to run']
バス,バス,https://jisho.org/api/v1/search/words?keyword=バス,['bus']
バター,バター,https://jisho.org/api/v1/search/words?keyword=バター,['butter']
二十歳,はたち,https://jisho.org/api/v1/search/words?keyword=二十歳,"['20 years old', '20th year']"
働く,はたらく,https://jisho.org/api/v1/search/words?keyword=働く,['to work']
八,はち,https://jisho.org/api/v1/search/words?keyword=八,['eight']
二十日,はつか,https://jisho.org/api/v1/search/words?keyword=二十日,"['twenty days', 'twentieth']"
花,はな,https://jisho.org/api/v1/search/words?keyword=花,['flower']
鼻,はな,https://jisho.org/api/v1/search/words?keyword=鼻,['nose']
話,はなし,https://jisho.org/api/v1/search/words?keyword=話,"['talk', 'story']"
話す,はなす,https://jisho.org/api/v1/search/words?keyword=話す,['to speak']
早い,はやい,https://jisho.org/api/v1/search/words?keyword=早い,['early']
速い,はやい,https://jisho.org/api/v1/search/words?keyword=速い,['quick']
春,はる,https://jisho.org/api/v1/search/words?keyword=春,['spring']
貼る,はる,https://jisho.org/api/v1/search/words?keyword=貼る,['to stick']
晴れ,はれ,https://jisho.org/api/v1/search/words?keyword=晴れ,['clear weather']
晴れる,はれる,https://jisho.org/api/v1/search/words?keyword=晴れる,['to be sunny']
半,はん,https://jisho.org/api/v1/search/words?keyword=半,['half']
晩,ばん,https://jisho.org/api/v1/search/words?keyword=晩,['evening']
パン,パン,https://jisho.org/api/v1/search/words?keyword=パン,['bread']
ハンカチ,ハンカチ,https://jisho.org/api/v1/search/words?keyword=ハンカチ,['handkerchief']
番号,ばんごう,https://jisho.org/api/v1/search/words?keyword=番号,['number']
晩御飯,ばんごはん,https://jisho.org/api/v1/search/words?keyword=晩御飯,['evening meal']
半分,はんぶん,https://jisho.org/api/v1/search/words?keyword=半分,['half minute']
東,ひがし,https://jisho.org/api/v1/search/words?keyword=東,['east']
引く,ひく,https://jisho.org/api/v1/search/words?keyword=引く,['to pull']
弾く,ひく,https://jisho.org/api/v1/search/words?keyword=弾く,"['to play an instrument with strings', 'including piano']"
低い,ひくい,https://jisho.org/api/v1/search/words?keyword=低い,"['short', 'low']"
飛行機,ひこうき,https://jisho.org/api/v1/search/words?keyword=飛行機,['aeroplane']
左,ひだり,https://jisho.org/api/v1/search/words?keyword=左,['left hand side']
人,ひと,https://jisho.org/api/v1/search/words?keyword=人,['person']
一つ,ひとつ,https://jisho.org/api/v1/search/words?keyword=一つ,['one']
一月,ひとつき,https://jisho.org/api/v1/search/words?keyword=一月,['one month']
一人,ひとり,https://jisho.org/api/v1/search/words?keyword=一人,['one person']
暇,ひま,https://jisho.org/api/v1/search/words?keyword=暇,['free time']
百,ひゃく,https://jisho.org/api/v1/search/words?keyword=百,['hundred']
病院,びょういん,https://jisho.org/api/v1/search/words?keyword=病院,['hospital']
病気,びょうき,https://jisho.org/api/v1/search/words?keyword=病気,['illness']
昼,ひる,https://jisho.org/api/v1/search/words?keyword=昼,"['noon', 'daytime']"
昼御飯,ひるごはん,https://jisho.org/api/v1/search/words?keyword=昼御飯,['midday meal']
広い,ひろい,https://jisho.org/api/v1/search/words?keyword=広い,"['spacious', 'wide']"
フィルム,フィルム,https://jisho.org/api/v1/search/words?keyword=フィルム,['roll of film']
封筒,ふうとう,https://jisho.org/api/v1/search/words?keyword=封筒,['envelope']
プール,プール,https://jisho.org/api/v1/search/words?keyword=プール,['swimming pool']
フォーク,フォーク,https://jisho.org/api/v1/search/words?keyword=フォーク,['fork']
吹く,ふく,https://jisho.org/api/v1/search/words?keyword=吹く,['to blow']
服,ふく,https://jisho.org/api/v1/search/words?keyword=服,['clothes']
二つ,ふたつ,https://jisho.org/api/v1/search/words?keyword=二つ,['two']
豚肉,ぶたにく,https://jisho.org/api/v1/search/words?keyword=豚肉,['pork']
二人,ふたり,https://jisho.org/api/v1/search/words?keyword=二人,['two people']
二日,ふつか,https://jisho.org/api/v1/search/words?keyword=二日,"['two days', 'second day of the month']"
太い,ふとい,https://jisho.org/api/v1/search/words?keyword=太い,['fat']
冬,ふゆ,https://jisho.org/api/v1/search/words?keyword=冬,['winter']
降る,ふる,https://jisho.org/api/v1/search/words?keyword=降る,"['to fall', 'e.g. rain or snow']"
古い,ふるい,https://jisho.org/api/v1/search/words?keyword=古い,['old']
ふろ,ふろ,https://jisho.org/api/v1/search/words?keyword=ふろ,['bath']
文章,ぶんしょう,https://jisho.org/api/v1/search/words?keyword=文章,"['sentence', 'text']"
ページ,ページ,https://jisho.org/api/v1/search/words?keyword=ページ,['page']
下手,へた,https://jisho.org/api/v1/search/words?keyword=下手,['unskillful']
ベッド,ベッド,https://jisho.org/api/v1/search/words?keyword=ベッド,['bed']
ペット,ペット,https://jisho.org/api/v1/search/words?keyword=ペット,['pet']
部屋,へや,https://jisho.org/api/v1/search/words?keyword=部屋,['room']
辺,へん,https://jisho.org/api/v1/search/words?keyword=辺,['area']
ペン,ペン,https://jisho.org/api/v1/search/words?keyword=ペン,['pen']
勉強,べんきょうする,https://jisho.org/api/v1/search/words?keyword=勉強,['to study']
便利,べんり,https://jisho.org/api/v1/search/words?keyword=便利,"['useful', 'convenient']"
帽子,ぼうし,https://jisho.org/api/v1/search/words?keyword=帽子,['hat']
ボールペン,ボールペン,https://jisho.org/api/v1/search/words?keyword=ボールペン,['ball-point pen']
ほか,ほか,https://jisho.org/api/v1/search/words?keyword=ほか,"['other', 'the rest']"
ポケット,ポケット,https://jisho.org/api/v1/search/words?keyword=ポケット,['pocket']
欲しい,ほしい,https://jisho.org/api/v1/search/words?keyword=欲しい,['want']
ポスト,ポスト,https://jisho.org/api/v1/search/words?keyword=ポスト,['post']
細い,ほそい,https://jisho.org/api/v1/search/words?keyword=細い,['thin']
ボタン,ボタン,https://jisho.org/api/v1/search/words?keyword=ボタン,['button']
ホテル,ホテル,https://jisho.org/api/v1/search/words?keyword=ホテル,['hotel']
本,ほん,https://jisho.org/api/v1/search/words?keyword=本,['book']
本棚,ほんだな,https://jisho.org/api/v1/search/words?keyword=本棚,['bookshelves']
ほんとう,ほんとう,https://jisho.org/api/v1/search/words?keyword=ほんとう,['truth']
毎朝,まいあさ,https://jisho.org/api/v1/search/words?keyword=毎朝,['every morning']
毎月,まいつき,https://jisho.org/api/v1/search/words?keyword=毎月,['every month']
毎週,まいしゅう,https://jisho.org/api/v1/search/words?keyword=毎週,['every week']
毎日,まいにち,https://jisho.org/api/v1/search/words?keyword=毎日,['every day']
毎年,まいとし,https://jisho.org/api/v1/search/words?keyword=毎年,['every year']
毎晩,まいばん,https://jisho.org/api/v1/search/words?keyword=毎晩,['every night']
前,まえ,https://jisho.org/api/v1/search/words?keyword=前,['before']
曲る,まがる,https://jisho.org/api/v1/search/words?keyword=曲る,"['to turn', 'to bend']"
まずい,まずい,https://jisho.org/api/v1/search/words?keyword=まずい,['unpleasant']
また,また,https://jisho.org/api/v1/search/words?keyword=また,"['again', 'and']"
まだ,まだ,https://jisho.org/api/v1/search/words?keyword=まだ,"['yet', 'still']"
町,まち,https://jisho.org/api/v1/search/words?keyword=町,"['town', 'city']"
待つ,まつ,https://jisho.org/api/v1/search/words?keyword=待つ,['to wait']
まっすぐ,まっすぐ,https://jisho.org/api/v1/search/words?keyword=まっすぐ,"['straight ahead', 'direct']"
マッチ,マッチ,https://jisho.org/api/v1/search/words?keyword=マッチ,['match']
窓,まど,https://jisho.org/api/v1/search/words?keyword=窓,['window']
丸い,まるい,https://jisho.org/api/v1/search/words?keyword=丸い,"['round', 'circular']"
万,まん,https://jisho.org/api/v1/search/words?keyword=万,['ten thousand']
万年筆,まんねんひつ,https://jisho.org/api/v1/search/words?keyword=万年筆,['fountain pen']
磨く,みがく,https://jisho.org/api/v1/search/words?keyword=磨く,"['to brush teeth', 'to polish']"
右,みぎ,https://jisho.org/api/v1/search/words?keyword=右,['right side']
短い,みじかい,https://jisho.org/api/v1/search/words?keyword=短い,['short']
水,みず,https://jisho.org/api/v1/search/words?keyword=水,['water']
店,みせ,https://jisho.org/api/v1/search/words?keyword=店,['shop']
見せる,みせる,https://jisho.org/api/v1/search/words?keyword=見せる,['to show']
道,みち,https://jisho.org/api/v1/search/words?keyword=道,['street']
三日,みっか,https://jisho.org/api/v1/search/words?keyword=三日,"['three days', 'third day of the month']"
三つ,みっつ,https://jisho.org/api/v1/search/words?keyword=三つ,['three']
緑,みどり,https://jisho.org/api/v1/search/words?keyword=緑,['green']
皆さん,みなさん,https://jisho.org/api/v1/search/words?keyword=皆さん,['everyone']
南,みなみ,https://jisho.org/api/v1/search/words?keyword=南,['south']
耳,みみ,https://jisho.org/api/v1/search/words?keyword=耳,['ear']
見る,観る,https://jisho.org/api/v1/search/words?keyword=見る,"['みる to see', 'to watch']"
みんな,みんな,https://jisho.org/api/v1/search/words?keyword=みんな,['everyone']
六日,むいか,https://jisho.org/api/v1/search/words?keyword=六日,"['six days', 'sixth day of the month']"
向こう,むこう,https://jisho.org/api/v1/search/words?keyword=向こう,['over there']
難しい,むずかしい,https://jisho.org/api/v1/search/words?keyword=難しい,['difficult']
六つ,むっつ,https://jisho.org/api/v1/search/words?keyword=六つ,['six']
村,むら,https://jisho.org/api/v1/search/words?keyword=村,['village']
目,め,https://jisho.org/api/v1/search/words?keyword=目,['eye']
メートル,メートル,https://jisho.org/api/v1/search/words?keyword=メートル,['metre']
眼鏡,めがね,https://jisho.org/api/v1/search/words?keyword=眼鏡,['glasses']
もう,もう,https://jisho.org/api/v1/search/words?keyword=もう,['already']
もう一度,もういちど,https://jisho.org/api/v1/search/words?keyword=もう一度,['again']
木曜日,もくようび,https://jisho.org/api/v1/search/words?keyword=木曜日,['Thursday']
持つ,もつ,https://jisho.org/api/v1/search/words?keyword=持つ,['to hold']
もっと,もっと,https://jisho.org/api/v1/search/words?keyword=もっと,['more']
物,もの,https://jisho.org/api/v1/search/words?keyword=物,['thing']
門,もん,https://jisho.org/api/v1/search/words?keyword=門,['gate']
問題,もんだい,https://jisho.org/api/v1/search/words?keyword=問題,['problem']
八百屋,やおや,https://jisho.org/api/v1/search/words?keyword=八百屋,['greengrocer']
野菜,やさい,https://jisho.org/api/v1/search/words?keyword=野菜,['vegetable']
易しい,やさしい,https://jisho.org/api/v1/search/words?keyword=易しい,"['easy', 'simple']"
安い,やすい,https://jisho.org/api/v1/search/words?keyword=安い,['cheap']
休み,やすみ,https://jisho.org/api/v1/search/words?keyword=休み,"['rest', 'holiday']"
休む,やすむ,https://jisho.org/api/v1/search/words?keyword=休む,['to rest']
八つ,やっつ,https://jisho.org/api/v1/search/words?keyword=八つ,['eight']
山,やま,https://jisho.org/api/v1/search/words?keyword=山,['mountain']
やる,やる,https://jisho.org/api/v1/search/words?keyword=やる,['to do']
夕方,ゆうがた,https://jisho.org/api/v1/search/words?keyword=夕方,['evening']
夕飯,ゆうはん,https://jisho.org/api/v1/search/words?keyword=夕飯,['dinner']
郵便局,ゆうびんきょく,https://jisho.org/api/v1/search/words?keyword=郵便局,['post office']
昨夜,ゆうべ,https://jisho.org/api/v1/search/words?keyword=昨夜,['last night']
有名,ゆうめい,https://jisho.org/api/v1/search/words?keyword=有名,['famous']
雪,ゆき,https://jisho.org/api/v1/search/words?keyword=雪,['snow']
行く,ゆく,https://jisho.org/api/v1/search/words?keyword=行く,['to go']
ゆっくりと,ゆっくりと,https://jisho.org/api/v1/search/words?keyword=ゆっくりと,['slowly']
八日,ようか,https://jisho.org/api/v1/search/words?keyword=八日,"['eight days', 'eighth day of the month']"
洋服,ようふく,https://jisho.org/api/v1/search/words?keyword=洋服,['western-style clothes']
よく,よく,https://jisho.org/api/v1/search/words?keyword=よく,"['often', 'well']"
横,よこ,https://jisho.org/api/v1/search/words?keyword=横,"['beside', 'side', 'width']"
四日,よっか,https://jisho.org/api/v1/search/words?keyword=四日,"['four days', 'fouth day of the month']"
四つ,よっつ,https://jisho.org/api/v1/search/words?keyword=四つ,['four']
呼ぶ,よぶ,https://jisho.org/api/v1/search/words?keyword=呼ぶ,"['to call out', 'to invite']"
読む,よむ,https://jisho.org/api/v1/search/words?keyword=読む,['to read']
夜,よる,https://jisho.org/api/v1/search/words?keyword=夜,"['evening', 'night']"
弱い,よわい,https://jisho.org/api/v1/search/words?keyword=弱い,['weak']
来月,らいげつ,https://jisho.org/api/v1/search/words?keyword=来月,['next month']
来週,らいしゅう,https://jisho.org/api/v1/search/words?keyword=来週,['next week']
来年,らいねん,https://jisho.org/api/v1/search/words?keyword=来年,['next year']
ラジオ,ラジオ,https://jisho.org/api/v1/search/words?keyword=ラジオ,['radio']
ラジカセ,ラジカセ,https://jisho.org/api/v1/search/words?keyword=ラジカセ,['radio cassette player']
ラジオカセット,ラジオカセット,https://jisho.org/api/v1/search/words?keyword=ラジオカセット,['radio cassette player']
りっぱ,りっぱ,https://jisho.org/api/v1/search/words?keyword=りっぱ,['splendid']
留学生,りゅうがくせい,https://jisho.org/api/v1/search/words?keyword=留学生,['overseas student']
両親,りょうしん,https://jisho.org/api/v1/search/words?keyword=両親,['both parents']
料理,りょうり,https://jisho.org/api/v1/search/words?keyword=料理,['cuisine']
旅行,りょこう,https://jisho.org/api/v1/search/words?keyword=旅行,['travel']
零,れい,https://jisho.org/api/v1/search/words?keyword=零,['zero']
冷蔵庫,れいぞうこ,https://jisho.org/api/v1/search/words?keyword=冷蔵庫,['refrigerator']
レコード,レコード,https://jisho.org/api/v1/search/words?keyword=レコード,['record']
レストラン,レストラン,https://jisho.org/api/v1/search/words?keyword=レストラン,['restaurant']
練習,れんしゅうする,https://jisho.org/api/v1/search/words?keyword=練習,['to practice']
廊下,ろうか,https://jisho.org/api/v1/search/words?keyword=廊下,['corridor']
六,ろく,https://jisho.org/api/v1/search/words?keyword=六,['six']
ワイシャツ,ワイシャツ,https://jisho.org/api/v1/search/words?keyword=ワイシャツ,['business shirt']
若い,わかい,https://jisho.org/api/v1/search/words?keyword=若い,['young']
分かる,わかる,https://jisho.org/api/v1/search/words?keyword=分かる,['to be understood']
忘れる,わすれる,https://jisho.org/api/v1/search/words?keyword=忘れる,['to forget']
私,わたくし,https://jisho.org/api/v1/search/words?keyword=私,"['I', 'myself']"
私,わたし,https://jisho.org/api/v1/search/words?keyword=私,"['I', 'myself']"
渡す,わたす,https://jisho.org/api/v1/search/words?keyword=渡す,['to hand over']
渡る,わたる,https://jisho.org/api/v1/search/words?keyword=渡る,['to go across']
悪い,わるい,https://jisho.org/api/v1/search/words?keyword=悪い,['bad']
より,より,https://jisho.org/api/v1/search/words?keyword=より,['than']
