Kanji,Reading,API Call,Meanings
ぜひ,ぜひ,https://jisho.org/api/v1/search/words?keyword=ぜひ,['without fail']
世話,せわ,https://jisho.org/api/v1/search/words?keyword=世話,['to look after']
線,せん,https://jisho.org/api/v1/search/words?keyword=線,['line']
ぜんぜん,ぜんぜん,https://jisho.org/api/v1/search/words?keyword=ぜんぜん,['not entirely']
戦争,せんそう,https://jisho.org/api/v1/search/words?keyword=戦争,['war']
先輩,せんぱい,https://jisho.org/api/v1/search/words?keyword=先輩,['senior']
そう,そう,https://jisho.org/api/v1/search/words?keyword=そう,['really']
相談,そうだん,https://jisho.org/api/v1/search/words?keyword=相談,['to discuss']
育てる,そだてる,https://jisho.org/api/v1/search/words?keyword=育てる,"['to rear', 'to bring up']"
卒業,そつぎょう,https://jisho.org/api/v1/search/words?keyword=卒業,['graduation']
祖父,そふ,https://jisho.org/api/v1/search/words?keyword=祖父,['grandfather']
ソフト,ソフト,https://jisho.org/api/v1/search/words?keyword=ソフト,['soft']
祖母,そぼ,https://jisho.org/api/v1/search/words?keyword=祖母,['grandmother']
それで,それで,https://jisho.org/api/v1/search/words?keyword=それで,['because of that']
それに,それに,https://jisho.org/api/v1/search/words?keyword=それに,['moreover']
それほど,それほど,https://jisho.org/api/v1/search/words?keyword=それほど,['to that extent']
そろそろ,そろそろ,https://jisho.org/api/v1/search/words?keyword=そろそろ,"['gradually', 'soon']"
そんな,そんな,https://jisho.org/api/v1/search/words?keyword=そんな,['that sort of']
そんなに,そんなに,https://jisho.org/api/v1/search/words?keyword=そんなに,"['so much', 'like that']"
退院,たいいん,https://jisho.org/api/v1/search/words?keyword=退院,['to leave hospital']
大学生,だいがくせい,https://jisho.org/api/v1/search/words?keyword=大学生,['university student']
大事,だいじ,https://jisho.org/api/v1/search/words?keyword=大事,"['important', 'valuable', 'serious matter']"
大体,だいたい,https://jisho.org/api/v1/search/words?keyword=大体,['generally']
たいてい,たいてい,https://jisho.org/api/v1/search/words?keyword=たいてい,['usually']
タイプ,タイプ,https://jisho.org/api/v1/search/words?keyword=タイプ,"['type', 'style']"
大分,だいぶ,https://jisho.org/api/v1/search/words?keyword=大分,['greatly']
台風,たいふう,https://jisho.org/api/v1/search/words?keyword=台風,['typhoon']
倒れる,たおれる,https://jisho.org/api/v1/search/words?keyword=倒れる,['to break down']
だから,だから,https://jisho.org/api/v1/search/words?keyword=だから,"['so', 'therefore']"
確か,たしか,https://jisho.org/api/v1/search/words?keyword=確か,['definite']
足す,たす,https://jisho.org/api/v1/search/words?keyword=足す,['to add a number']
訪ねる,たずねる,https://jisho.org/api/v1/search/words?keyword=訪ねる,['to visit']
尋ねる,たずねる,https://jisho.org/api/v1/search/words?keyword=尋ねる,['to ask']
正しい,ただしい,https://jisho.org/api/v1/search/words?keyword=正しい,['correct']
畳,たたみ,https://jisho.org/api/v1/search/words?keyword=畳,['Japanese straw mat']
立てる,たてる,https://jisho.org/api/v1/search/words?keyword=立てる,['to stand something up']
建てる,たてる,https://jisho.org/api/v1/search/words?keyword=建てる,['to build']
例えば,たとえば,https://jisho.org/api/v1/search/words?keyword=例えば,['for example']
棚,たな,https://jisho.org/api/v1/search/words?keyword=棚,['shelves']
楽しみ,たのしみ,https://jisho.org/api/v1/search/words?keyword=楽しみ,['joy']
楽む,たのしむ,https://jisho.org/api/v1/search/words?keyword=楽む,['to enjoy oneself']
たまに,たまに,https://jisho.org/api/v1/search/words?keyword=たまに,['occasionally']
為,ため,https://jisho.org/api/v1/search/words?keyword=為,['in order to']
だめ,だめ,https://jisho.org/api/v1/search/words?keyword=だめ,['no good']
足りる,たりる,https://jisho.org/api/v1/search/words?keyword=足りる,['to be enough']
男性,だんせい,https://jisho.org/api/v1/search/words?keyword=男性,['male']
暖房,だんぼう,https://jisho.org/api/v1/search/words?keyword=暖房,['heating']
血,ち,https://jisho.org/api/v1/search/words?keyword=血,['blood']
チェック,チェック,https://jisho.org/api/v1/search/words?keyword=チェック,['to check']
力,ちから,https://jisho.org/api/v1/search/words?keyword=力,"['strength', 'power']"
ちっとも,ちっとも,https://jisho.org/api/v1/search/words?keyword=ちっとも,['not at all']
ちゃん,ちゃん,https://jisho.org/api/v1/search/words?keyword=ちゃん,['suffix for familiar female person']
注意,ちゅうい,https://jisho.org/api/v1/search/words?keyword=注意,['caution']
中学校,ちゅうがっこう,https://jisho.org/api/v1/search/words?keyword=中学校,"['junior high school', 'middle school']"
注射,ちゅうしゃ,https://jisho.org/api/v1/search/words?keyword=注射,['injection']
駐車場,ちゅうしゃじょう,https://jisho.org/api/v1/search/words?keyword=駐車場,['parking lot']
地理,ちり,https://jisho.org/api/v1/search/words?keyword=地理,['geography']
捕まえる,つかまえる,https://jisho.org/api/v1/search/words?keyword=捕まえる,['to seize']
つき,つき,https://jisho.org/api/v1/search/words?keyword=つき,['moon']
付く,つく,https://jisho.org/api/v1/search/words?keyword=付く,['to be attached']
漬ける,つける,https://jisho.org/api/v1/search/words?keyword=漬ける,"['to soak', 'to pickle']"
都合,つごう,https://jisho.org/api/v1/search/words?keyword=都合,"['circumstances', 'convenience']"
伝える,つたえる,https://jisho.org/api/v1/search/words?keyword=伝える,['to report']
続く,つづく,https://jisho.org/api/v1/search/words?keyword=続く,['to be continued']
続ける,つづける,https://jisho.org/api/v1/search/words?keyword=続ける,['to continue']
包む,つつむ,https://jisho.org/api/v1/search/words?keyword=包む,['to wrap']
妻,つま,https://jisho.org/api/v1/search/words?keyword=妻,['wife']
つもり,つもり,https://jisho.org/api/v1/search/words?keyword=つもり,['intention']
釣る,つる,https://jisho.org/api/v1/search/words?keyword=釣る,['to fish']
連れる,つれる,https://jisho.org/api/v1/search/words?keyword=連れる,['to lead']
丁寧,ていねい,https://jisho.org/api/v1/search/words?keyword=丁寧,['polite']
テキスト,テキスト,https://jisho.org/api/v1/search/words?keyword=テキスト,"['text', 'text book']"
適当,てきとう,https://jisho.org/api/v1/search/words?keyword=適当,['suitability']
できるだけ,できるだけ,https://jisho.org/api/v1/search/words?keyword=できるだけ,['as much as possible']
手伝う,てつだう,https://jisho.org/api/v1/search/words?keyword=手伝う,['to assist']
テニス,テニス,https://jisho.org/api/v1/search/words?keyword=テニス,['tennis']
手袋,てぶくろ,https://jisho.org/api/v1/search/words?keyword=手袋,['glove']
寺,てら,https://jisho.org/api/v1/search/words?keyword=寺,['temple']
点,てん,https://jisho.org/api/v1/search/words?keyword=点,"['point', 'dot']"
店員,てんいん,https://jisho.org/api/v1/search/words?keyword=店員,['shop assistant']
天気予報,てんきよほう,https://jisho.org/api/v1/search/words?keyword=天気予報,['weather forecast']
電灯,でんとう,https://jisho.org/api/v1/search/words?keyword=電灯,['electric light']
電報,でんぽう,https://jisho.org/api/v1/search/words?keyword=電報,['telegram']
展覧会,てんらんかい,https://jisho.org/api/v1/search/words?keyword=展覧会,['exhibition']
都,と,https://jisho.org/api/v1/search/words?keyword=都,['metropolitan']
道具,どうぐ,https://jisho.org/api/v1/search/words?keyword=道具,"['tool', 'means']"
とうとう,とうとう,https://jisho.org/api/v1/search/words?keyword=とうとう,"['finally', 'after all']"
動物園,どうぶつえん,https://jisho.org/api/v1/search/words?keyword=動物園,['zoo']
遠く,とおく,https://jisho.org/api/v1/search/words?keyword=遠く,['distant']
通る,とおる,https://jisho.org/api/v1/search/words?keyword=通る,['to go through']
特に,とくに,https://jisho.org/api/v1/search/words?keyword=特に,"['particularly', 'especially']"
特別,とくべつ,https://jisho.org/api/v1/search/words?keyword=特別,['special']
とこや,とこや,https://jisho.org/api/v1/search/words?keyword=とこや,['barber']
途中,とちゅう,https://jisho.org/api/v1/search/words?keyword=途中,['on the way']
特急,とっきゅう,https://jisho.org/api/v1/search/words?keyword=特急,['limited express train']
届ける,とどける,https://jisho.org/api/v1/search/words?keyword=届ける,['to reach']
泊まる,とまる,https://jisho.org/api/v1/search/words?keyword=泊まる,['to lodge at']
止める,とめる,https://jisho.org/api/v1/search/words?keyword=止める,['to stop something']
取り替える,とりかえる,https://jisho.org/api/v1/search/words?keyword=取り替える,['to exchange']
泥棒,どろぼう,https://jisho.org/api/v1/search/words?keyword=泥棒,['thief']
どんどん,どんどん,https://jisho.org/api/v1/search/words?keyword=どんどん,['more and more']
直す,なおす,https://jisho.org/api/v1/search/words?keyword=直す,"['to fix', 'to repair']"
直る,なおる,https://jisho.org/api/v1/search/words?keyword=直る,"['to be fixed', 'to be repaired']"
治る,なおる,https://jisho.org/api/v1/search/words?keyword=治る,"['to be cured', 'to heal']"
中々,なかなか,https://jisho.org/api/v1/search/words?keyword=中々,['considerably']
泣く,なく,https://jisho.org/api/v1/search/words?keyword=泣く,['to weep']
無くなる,なくなる,https://jisho.org/api/v1/search/words?keyword=無くなる,"['to disappear', 'to get lost']"
亡くなる,なくなる,https://jisho.org/api/v1/search/words?keyword=亡くなる,['to die']
投げる,なげる,https://jisho.org/api/v1/search/words?keyword=投げる,['to throw or cast away']
なさる,なさる,https://jisho.org/api/v1/search/words?keyword=なさる,['to do']
鳴る,なる,https://jisho.org/api/v1/search/words?keyword=鳴る,['to sound']
なるべく,なるべく,https://jisho.org/api/v1/search/words?keyword=なるべく,['as much as possible']
なるほど,なるほど,https://jisho.org/api/v1/search/words?keyword=なるほど,['now I understand']
慣れる,なれる,https://jisho.org/api/v1/search/words?keyword=慣れる,['to grow accustomed to']
におい,におい,https://jisho.org/api/v1/search/words?keyword=におい,['a smell']
苦い,にがい,https://jisho.org/api/v1/search/words?keyword=苦い,['bitter']
二階建て,にかいだて,https://jisho.org/api/v1/search/words?keyword=二階建て,['two storied']
逃げる,にげる,https://jisho.org/api/v1/search/words?keyword=逃げる,['to escape']
日記,にっき,https://jisho.org/api/v1/search/words?keyword=日記,['journal']
入院,にゅういん,https://jisho.org/api/v1/search/words?keyword=入院,['to hospitalise']
入学,にゅうがく,https://jisho.org/api/v1/search/words?keyword=入学,['to enter school or university']
似る,にる,https://jisho.org/api/v1/search/words?keyword=似る,['to be similar']
人形,にんぎょう,https://jisho.org/api/v1/search/words?keyword=人形,"['doll', 'figure']"
盗む,ぬすむ,https://jisho.org/api/v1/search/words?keyword=盗む,['to steal']
塗る,ぬる,https://jisho.org/api/v1/search/words?keyword=塗る,"['to paint', 'to plaster']"
ぬれる,ぬれる,https://jisho.org/api/v1/search/words?keyword=ぬれる,['to get wet']
ねだん,ねだん,https://jisho.org/api/v1/search/words?keyword=ねだん,['price']
熱,ねつ,https://jisho.org/api/v1/search/words?keyword=熱,['fever']
ねっしん,ねっしん,https://jisho.org/api/v1/search/words?keyword=ねっしん,['enthusiasm']
寝坊,ねぼう,https://jisho.org/api/v1/search/words?keyword=寝坊,['sleeping in late']
眠い,ねむい,https://jisho.org/api/v1/search/words?keyword=眠い,['sleepy']
眠る,ねむる,https://jisho.org/api/v1/search/words?keyword=眠る,['to sleep']
残る,のこる,https://jisho.org/api/v1/search/words?keyword=残る,['to remain']
のど,のど,https://jisho.org/api/v1/search/words?keyword=のど,['throat']
乗り換える,のりかえる,https://jisho.org/api/v1/search/words?keyword=乗り換える,['to change between buses or trains']
乗り物,のりもの,https://jisho.org/api/v1/search/words?keyword=乗り物,['vehicle']
葉,は,https://jisho.org/api/v1/search/words?keyword=葉,['leaf']
場合,ばあい,https://jisho.org/api/v1/search/words?keyword=場合,['situation']
パート,パート,https://jisho.org/api/v1/search/words?keyword=パート,['part time']
倍,ばい,https://jisho.org/api/v1/search/words?keyword=倍,['double']
拝見,はいけん,https://jisho.org/api/v1/search/words?keyword=拝見,['to look at']
歯医者,はいしゃ,https://jisho.org/api/v1/search/words?keyword=歯医者,['dentist']
運ぶ,はこぶ,https://jisho.org/api/v1/search/words?keyword=運ぶ,['to transport']
始める,はじめる,https://jisho.org/api/v1/search/words?keyword=始める,['to begin']
場所,ばしょ,https://jisho.org/api/v1/search/words?keyword=場所,['location']
はず,はず,https://jisho.org/api/v1/search/words?keyword=はず,['it should be so']
恥ずかしい,はずかしい,https://jisho.org/api/v1/search/words?keyword=恥ずかしい,['embarrassed']
パソコン,パソコン,https://jisho.org/api/v1/search/words?keyword=パソコン,['personal computer']
発音,はつおん,https://jisho.org/api/v1/search/words?keyword=発音,['pronunciation']
はっきり,はっきり,https://jisho.org/api/v1/search/words?keyword=はっきり,['clearly']
花見,はなみ,https://jisho.org/api/v1/search/words?keyword=花見,['cherry-blossom viewing']
林,はやし,https://jisho.org/api/v1/search/words?keyword=林,"['woods', 'forester']"
払う,はらう,https://jisho.org/api/v1/search/words?keyword=払う,['to pay']
番組,ばんぐみ,https://jisho.org/api/v1/search/words?keyword=番組,['television or radio program']
反対,はんたい,https://jisho.org/api/v1/search/words?keyword=反対,['opposition']
ハンドバッグ,ハンドバッグ,https://jisho.org/api/v1/search/words?keyword=ハンドバッグ,['handbag']
日,ひ,https://jisho.org/api/v1/search/words?keyword=日,"['day', 'sun']"
火,ひ,https://jisho.org/api/v1/search/words?keyword=火,['fire']
ピアノ,ピアノ,https://jisho.org/api/v1/search/words?keyword=ピアノ,['piano']
冷える,ひえる,https://jisho.org/api/v1/search/words?keyword=冷える,['to grow cold']
光,ひかり,https://jisho.org/api/v1/search/words?keyword=光,['light']
光る,ひかる,https://jisho.org/api/v1/search/words?keyword=光る,"['to shine', 'to glitter']"
引き出し,ひきだし,https://jisho.org/api/v1/search/words?keyword=引き出し,"['drawer', 'drawing out']"
引き出す,ひきだす,https://jisho.org/api/v1/search/words?keyword=引き出す,['to withdraw']
ひげ,ひげ,https://jisho.org/api/v1/search/words?keyword=ひげ,['beard']
飛行場,ひこうじょう,https://jisho.org/api/v1/search/words?keyword=飛行場,['airport']
久しぶり,ひさしぶり,https://jisho.org/api/v1/search/words?keyword=久しぶり,['after a long time']
美術館,びじゅつかん,https://jisho.org/api/v1/search/words?keyword=美術館,['art gallery']
非常に,ひじょうに,https://jisho.org/api/v1/search/words?keyword=非常に,['extremely']
びっくり,びっくり,https://jisho.org/api/v1/search/words?keyword=びっくり,['to be surprised']
引っ越す,ひっこす,https://jisho.org/api/v1/search/words?keyword=引っ越す,['to move house']
必要,ひつよう,https://jisho.org/api/v1/search/words?keyword=必要,['necessary']
ひどい,ひどい,https://jisho.org/api/v1/search/words?keyword=ひどい,['awful']
開く,ひらく,https://jisho.org/api/v1/search/words?keyword=開く,['to open an event']
ビル,ビル,https://jisho.org/api/v1/search/words?keyword=ビル,['building or bill']
昼間,ひるま,https://jisho.org/api/v1/search/words?keyword=昼間,"['daytime', 'during the day']"
昼休み,ひるやすみ,https://jisho.org/api/v1/search/words?keyword=昼休み,['noon break']
拾う,ひろう,https://jisho.org/api/v1/search/words?keyword=拾う,"['to pick up', 'to gather']"
ファックス,ファックス,https://jisho.org/api/v1/search/words?keyword=ファックス,['fax']
増える,ふえる,https://jisho.org/api/v1/search/words?keyword=増える,['to increase']
深い,ふかい,https://jisho.org/api/v1/search/words?keyword=深い,['deep']
複雑,ふくざつ,https://jisho.org/api/v1/search/words?keyword=複雑,"['complexity', 'complication']"
復習,ふくしゅう,https://jisho.org/api/v1/search/words?keyword=復習,['revision']
部長,ぶちょう,https://jisho.org/api/v1/search/words?keyword=部長,['head of a section']
普通,ふつう,https://jisho.org/api/v1/search/words?keyword=普通,"['usually', 'or a train that stops at every station']"
ぶどう,ぶどう,https://jisho.org/api/v1/search/words?keyword=ぶどう,['grapes']
太る,ふとる,https://jisho.org/api/v1/search/words?keyword=太る,['to become fat']
布団,ふとん,https://jisho.org/api/v1/search/words?keyword=布団,"['Japanese bedding', 'futon']"
舟,ふね,https://jisho.org/api/v1/search/words?keyword=舟,['ship']
不便,ふべん,https://jisho.org/api/v1/search/words?keyword=不便,['inconvenience']
踏む,ふむ,https://jisho.org/api/v1/search/words?keyword=踏む,['to step on']
降り出す,ふりだす,https://jisho.org/api/v1/search/words?keyword=降り出す,['to start to rain']
プレゼント,プレゼント,https://jisho.org/api/v1/search/words?keyword=プレゼント,['present']
文化,ぶんか,https://jisho.org/api/v1/search/words?keyword=文化,['culture']
文学,ぶんがく,https://jisho.org/api/v1/search/words?keyword=文学,['literature']
文法,ぶんぽう,https://jisho.org/api/v1/search/words?keyword=文法,['grammar']
別,べつ,https://jisho.org/api/v1/search/words?keyword=別,['different']
ベル,ベル,https://jisho.org/api/v1/search/words?keyword=ベル,['bell']
変,へん,https://jisho.org/api/v1/search/words?keyword=変,['strange']
返事,へんじ,https://jisho.org/api/v1/search/words?keyword=返事,['reply']
貿易,ぼうえき,https://jisho.org/api/v1/search/words?keyword=貿易,['trade']
放送,ほうそう,https://jisho.org/api/v1/search/words?keyword=放送,['to broadcast']
法律,ほうりつ,https://jisho.org/api/v1/search/words?keyword=法律,['law']
僕,ぼく,https://jisho.org/api/v1/search/words?keyword=僕,['I']
星,ほし,https://jisho.org/api/v1/search/words?keyword=星,['star']
ほど,ほど,https://jisho.org/api/v1/search/words?keyword=ほど,['extent']
ほとんど,ほとんど,https://jisho.org/api/v1/search/words?keyword=ほとんど,['mostly']
ほめる,ほめる,https://jisho.org/api/v1/search/words?keyword=ほめる,['to praise']
翻訳,ほんやく,https://jisho.org/api/v1/search/words?keyword=翻訳,['translation']
参る,まいる,https://jisho.org/api/v1/search/words?keyword=参る,"['to go', 'to come']"
負ける,まける,https://jisho.org/api/v1/search/words?keyword=負ける,['to lose']
まじめ,まじめ,https://jisho.org/api/v1/search/words?keyword=まじめ,['serious']
まず,まず,https://jisho.org/api/v1/search/words?keyword=まず,['first of all']
または,または,https://jisho.org/api/v1/search/words?keyword=または,"['or', 'otherwise']"
間違える,まちがえる,https://jisho.org/api/v1/search/words?keyword=間違える,['to make a mistake']
間に合う,まにあう,https://jisho.org/api/v1/search/words?keyword=間に合う,['to be in time for']
周り,まわり,https://jisho.org/api/v1/search/words?keyword=周り,['surroundings']
回る,まわる,https://jisho.org/api/v1/search/words?keyword=回る,['to go around']
漫画,まんが,https://jisho.org/api/v1/search/words?keyword=漫画,['comic']
真中,まんなか,https://jisho.org/api/v1/search/words?keyword=真中,['middle']
見える,みえる,https://jisho.org/api/v1/search/words?keyword=見える,['to be in sight']
湖,みずうみ,https://jisho.org/api/v1/search/words?keyword=湖,['lake']
味噌,みそ,https://jisho.org/api/v1/search/words?keyword=味噌,['bean paste']
見つかる,みつかる,https://jisho.org/api/v1/search/words?keyword=見つかる,['to be discovered']
見つける,みつける,https://jisho.org/api/v1/search/words?keyword=見つける,['to discover']
皆,みな,https://jisho.org/api/v1/search/words?keyword=皆,['everybody']
港,みなと,https://jisho.org/api/v1/search/words?keyword=港,['harbour']
向かう,むかう,https://jisho.org/api/v1/search/words?keyword=向かう,['to face']
迎える,むかえる,https://jisho.org/api/v1/search/words?keyword=迎える,['to go out to meet']
昔,むかし,https://jisho.org/api/v1/search/words?keyword=昔,"['olden days', 'former']"
虫,むし,https://jisho.org/api/v1/search/words?keyword=虫,['insect']
息子,むすこ,https://jisho.org/api/v1/search/words?keyword=息子,['son']
娘,むすめ,https://jisho.org/api/v1/search/words?keyword=娘,['daughter']
無理,むり,https://jisho.org/api/v1/search/words?keyword=無理,['impossible']
召し上がる,めしあがる,https://jisho.org/api/v1/search/words?keyword=召し上がる,['to eat']
珍しい,めずらしい,https://jisho.org/api/v1/search/words?keyword=珍しい,['rare']
申し上げる,もうしあげる,https://jisho.org/api/v1/search/words?keyword=申し上げる,"['to say', 'to tell']"
申す,もうす,https://jisho.org/api/v1/search/words?keyword=申す,"['to be called', 'to say']"
もうすぐ,もうすぐ,https://jisho.org/api/v1/search/words?keyword=もうすぐ,['soon']
もし,もし,https://jisho.org/api/v1/search/words?keyword=もし,['if']
もちろん,もちろん,https://jisho.org/api/v1/search/words?keyword=もちろん,['of course']
もっとも,もっとも,https://jisho.org/api/v1/search/words?keyword=もっとも,['extremely']
戻る,もどる,https://jisho.org/api/v1/search/words?keyword=戻る,['to turn back']
木綿,もめん,https://jisho.org/api/v1/search/words?keyword=木綿,['cotton']
もらう,もらう,https://jisho.org/api/v1/search/words?keyword=もらう,['to receive']
森,もり,https://jisho.org/api/v1/search/words?keyword=森,['forest']
焼く,やく,https://jisho.org/api/v1/search/words?keyword=焼く,"['to bake', 'to grill']"
約束,やくそく,https://jisho.org/api/v1/search/words?keyword=約束,['promise']
役に立つ,やくにたつ,https://jisho.org/api/v1/search/words?keyword=役に立つ,['to be helpful']
焼ける,やける,https://jisho.org/api/v1/search/words?keyword=焼ける,"['to burn', 'to be roasted']"
優しい,やさしい,https://jisho.org/api/v1/search/words?keyword=優しい,['kind']
痩せる,やせる,https://jisho.org/api/v1/search/words?keyword=痩せる,['to become thin']
やっと,やっと,https://jisho.org/api/v1/search/words?keyword=やっと,['at last']
やっぱり,やっぱり,https://jisho.org/api/v1/search/words?keyword=やっぱり,"['as I thought', 'absolutely']"
止む,やむ,https://jisho.org/api/v1/search/words?keyword=止む,['to stop']
止める,やめる,https://jisho.org/api/v1/search/words?keyword=止める,['to stop']
柔らかい,やわらかい,https://jisho.org/api/v1/search/words?keyword=柔らかい,['soft']
湯,ゆ,https://jisho.org/api/v1/search/words?keyword=湯,['hot water']
輸出,ゆしゅつ,https://jisho.org/api/v1/search/words?keyword=輸出,['to export']
輸入,ゆにゅう,https://jisho.org/api/v1/search/words?keyword=輸入,['to import']
指,ゆび,https://jisho.org/api/v1/search/words?keyword=指,['finger']
指輪,ゆびわ,https://jisho.org/api/v1/search/words?keyword=指輪,['finger ring']
夢,ゆめ,https://jisho.org/api/v1/search/words?keyword=夢,['dream']
揺れる,ゆれる,https://jisho.org/api/v1/search/words?keyword=揺れる,"['to shake', 'to sway']"
用,よう,https://jisho.org/api/v1/search/words?keyword=用,['use']
用意,ようい,https://jisho.org/api/v1/search/words?keyword=用意,['preparation']
用事,ようじ,https://jisho.org/api/v1/search/words?keyword=用事,['things to do']
汚れる,よごれる,https://jisho.org/api/v1/search/words?keyword=汚れる,['to get dirty']
予習,よしゅう,https://jisho.org/api/v1/search/words?keyword=予習,['preparation for a lesson']
予定,よてい,https://jisho.org/api/v1/search/words?keyword=予定,['arrangement']
予約,よやく,https://jisho.org/api/v1/search/words?keyword=予約,['reservation']
寄る,よる,https://jisho.org/api/v1/search/words?keyword=寄る,['to visit']
喜ぶ,よろこぶ,https://jisho.org/api/v1/search/words?keyword=喜ぶ,['to be delighted']
よろしい,よろしい,https://jisho.org/api/v1/search/words?keyword=よろしい,"['OK', 'all right']"
理由,りゆう,https://jisho.org/api/v1/search/words?keyword=理由,['reason']
利用,りよう,https://jisho.org/api/v1/search/words?keyword=利用,['utilization']
両方,りょうほう,https://jisho.org/api/v1/search/words?keyword=両方,['both sides']
旅館,りょかん,https://jisho.org/api/v1/search/words?keyword=旅館,['Japanese hotel']
留守,るす,https://jisho.org/api/v1/search/words?keyword=留守,['absence']
冷房,れいぼう,https://jisho.org/api/v1/search/words?keyword=冷房,['air conditioning']
歴史,れきし,https://jisho.org/api/v1/search/words?keyword=歴史,['history']
レジ,レジ,https://jisho.org/api/v1/search/words?keyword=レジ,['register']
レポート,レポート,https://jisho.org/api/v1/search/words?keyword=レポート,['report']
連絡,れんらく,https://jisho.org/api/v1/search/words?keyword=連絡,['contact']
ワープロ,ワープロ,https://jisho.org/api/v1/search/words?keyword=ワープロ,['word processor']
沸かす,わかす,https://jisho.org/api/v1/search/words?keyword=沸かす,"['to boil', 'to heat']"
別れる,わかれる,https://jisho.org/api/v1/search/words?keyword=別れる,['to separate']
沸く,わく,https://jisho.org/api/v1/search/words?keyword=沸く,"['to boil', 'to grow hot', 'to get excited']"
訳,わけ,https://jisho.org/api/v1/search/words?keyword=訳,"['meaning', 'reason']"
忘れ物,わすれもの,https://jisho.org/api/v1/search/words?keyword=忘れ物,['lost article']
笑う,わらう,https://jisho.org/api/v1/search/words?keyword=笑う,"['to laugh', 'to smile']"
割合,わりあい,https://jisho.org/api/v1/search/words?keyword=割合,"['rate', 'ratio', 'percentage']"
割れる,われる,https://jisho.org/api/v1/search/words?keyword=割れる,['to break']
泳ぎ方,およぎかた,https://jisho.org/api/v1/search/words?keyword=泳ぎ方,['way of swimming']
